Link	New name	Change	Who Number	Last name	Prop Lists	Rec Lists	Locator name	French	Spanish	Russian	Arabic	Chinese	Phonetic	Molecular formula				"InchiKey


asdasd"					
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8344	artemisone		8344	artemisone	95	57	artemisone [INN]	artémisone	artemisona	?????????	?????????	???	artemifone	C19H31NO6S	artemisone	C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4)N5CCS(=O)(=O)CC5	796LMW5BUZ	FDMUNKXWYMSZIR-NQWKWHCYSA-N	255730-18-8	C19H31NO6S	ARTEMISONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FDMUNKXWYMSZIR-NQWKWHCYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2266	allobarbital		2266	allobarbital	1	1	allobarbital [INN]	allobarbital	alobarbital	????????????	???????????	?????	allobarbital	C10H12N2O3	allobarbital	C=CCC1(CC=C)C(=O)NC(=O)NC1=O	8NT43GG2HA	FDQGNLOWMMVRQL-UHFFFAOYSA-N	52-43-7	C10H12N2O3	ALLOBARBITAL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FDQGNLOWMMVRQL-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4777	metbufen		4777	metbufen	43	20	metbufen [INN]	metbufène	metbufén	????????	????????	???	metbufen	C17H16O3	metbufen	CC(CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2)C(O)=O	8AE88M5N5V	FDRDUFLWFSLNFT-UHFFFAOYSA-N	63472-04-8	C17H16O3	METBUFEN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FDRDUFLWFSLNFT-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2573	nortetrazepam		2573	nortetrazepam	20	9	nortetrazepam [INN]	nortétrazépam	nortetrazepam	?????????????	?????????????	????	nortetrazepam	C15H15ClN2O	nortetrazepam	ClC1=CC=C2NC(=O)CN=C(C3=CCCCC3)C2=C1	PWL441R6EQ	FDRMSENAXZDFTN-UHFFFAOYSA-N	10379-11-0	C15H15ClN2O	NORTETRAZEPAM	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FDRMSENAXZDFTN-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6456	meribendan		6456	meribendan	62	30	meribendan [INN]	méribendan	meribendán	??????????	??????????	????	meribendan	C15H14N6O	meribendan	CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=NNC=C4	4WYD7I9GF4	FDWDHUONLKCDBV-UHFFFAOYSA-N	119322-27-9	C15H14N6O	MERIBENDAN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FDWDHUONLKCDBV-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5021	oxaprotiline		5021	oxaprotiline	45	21	oxaprotiline [INN]	oxaprotiline	oxaprotilina	????????????	?????????????	????	oxaprotiline	C20H23NO	oxaprotiline	CNCC(O)CC12CCC(C3=CC=CC=C13)C4=CC=CC=C24	3V3Z2HK4LS	FDXQKWSTUZCCTM-UHFFFAOYSA-N	56433-44-4	C20H23NO	OXAPROTILINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FDXQKWSTUZCCTM-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5977	levoprotiline		5977	levoprotiline	56	27	levoprotiline [INN]	lévoprotiline	levoprotilina	????????????	????????????	????	levoprotiline	C20H23NO	levoprotiline	CNC[C@H](O)CC12CCC(C3=CC=CC=C13)C4=CC=CC=C24	KYX86D468O	FDXQKWSTUZCCTM-ZUIJCZDSSA-N	76496-68-9	C20H23NO	LEVOPROTILINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FDXQKWSTUZCCTM-ZUIJCZDSSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1046	fluocinolone acetonide		1046	fluocinolone acetonide	11	5	fluocinolone acetonide [INN]	acétonide de fluocinolone	acetónido de fluocinolona	???????????? ????????	???????? ???????????	???	fluocinolone	C24H30F2O6	fluocinolone acetonide	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	0CD5FD6S2M	FEBLZLNTKCEFIT-VSXGLTOVSA-N	67-73-2	C24H30F2O6	FLUOCINOLONE ACETONIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEBLZLNTKCEFIT-VSXGLTOVSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1577	benperidol		1577	benperidol	14	12	benperidol [INN]	benpéridol	benperidol	??????????	??????????	????	benperidol	C22H24FN3O2	benperidol	FC1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4	97O6X78C53	FEBOTPHFXYHVPL-UHFFFAOYSA-N	2062-84-2	C22H24FN3O2	BENPERIDOL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEBOTPHFXYHVPL-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9239	resminostat		9239	resminostat	102	64	resminostat [INN]	resminostat	resminostat	???????????	???????????		String	C16H19N3O4S	resminostat	CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(\C=C\C(=O)NO)=C2	1578EUB98L	FECGNJPYVFEKOD-VMPITWQZSA-N	864814-88-0	C16H19N3O4S	RESMINOSTAT	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FECGNJPYVFEKOD-VMPITWQZSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4041	azepindole		4041	azepindole	36	17	azepindole [INN]	azépindole	azepindol	?????????	?????????	????	azepindole	C12H14N2	azepindole	C1CNCC2=CC3=C(C=CC=C3)N2C1	6BB6FW9T8J	FEJCIXJKPISCJV-UHFFFAOYSA-N	26304-61-0	C12H14N2	AZEPINDOLE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEJCIXJKPISCJV-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3548	doxenitoin		3548	doxenitoin	31	14	doxenitoin [INN]	doxénitoïne	doxenitoína	???????????	????????????	?????	doxenitoin	C15H14N2O	doxenitoin	O=C1NCNC1(C2=CC=CC=C2)C3=CC=CC=C3	0K2ALD8B7K	FEJIIZAOQRTGPC-UHFFFAOYSA-N	3254-93-1	C15H14N2O	DOXENITOIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEJIIZAOQRTGPC-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2297	benorilate		2297	benorilate	21	9	benorilate [INN]	bénorilate	benorilato	?????????	?????????	???	benorilate	C17H15NO5	benorilate	CC(=O)NC1=CC=C(OC(=O)C2=C(OC(C)=O)C=CC=C2)C=C1	W1QX9DV96G	FEJKLNWAOXSSNR-UHFFFAOYSA-N	5003-48-5	C17H15NO5	BENORILATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEJKLNWAOXSSNR-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7838	darusentan		7838	darusentan	82	44	darusentan [INN]	darusentan	darusentán	??????????	??????????	????	darusentan	C22H22N2O6	darusentan	COC1=CC(OC)=NC(O[C@H](C(O)=O)C(OC)(C2=CC=CC=C2)C3=CC=CC=C3)=N1	33JD57L6RW	FEJVSJIALLTFRP-LJQANCHMSA-N	171714-84-4	C22H22N2O6	DARUSENTAN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEJVSJIALLTFRP-LJQANCHMSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5965	ondansetron		5965	ondansetron	62	29	ondansetron [INN]	ondansétron	ondansetrón	???????????	????????????	????	ondansetron	C18H19N3O	ondansetron	CN1C2=C(C3=C1C=CC=C3)C(=O)C(CN4C=CN=C4C)CC2	4AF302ESOS	FELGMEQIXOGIFQ-UHFFFAOYSA-N	99614-02-5	C18H19N3O	ONDANSETRON	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FELGMEQIXOGIFQ-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=929	hydroxindasate		929	hydroxindasate	10	4	hydroxindasate [INN]	hydroxindasate	hidroxindasato	??????????????	??????????????	????	hidroxindasate	C21H24N2O3	hydroxindasate	COC1=CC=C(CN2C(C)=C(CCN)C3=C2C=CC(OC(C)=O)=C3)C=C1	U8687J667P	FEPRMHVEXSXGPN-UHFFFAOYSA-N	7008-14-2	C21H24N2O3	HYDROXINDASATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEPRMHVEXSXGPN-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5895	zacopride		5895	zacopride	55	26	zacopride [INN]	zacopride	zacoprida	????????	????????	????	zacopride	C15H20ClN3O2	zacopride	COC1=CC(N)=C(Cl)C=C1C(=O)NC2CN3CCC2CC3	9GN3OT4156	FEROPKNOYKURCJ-UHFFFAOYSA-N	90182-92-6	C15H20ClN3O2	ZACOPRIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEROPKNOYKURCJ-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8118	amotosalen		8118	amotosalen	85	47	amotosalen [INN]	amotosalène	amotosaleno	??????????	??????????	????	amotosalen	C17H19NO4	amotosalen	CC1=C(COCCN)C2=CC3=C(OC(=O)C=C3C)C(C)=C2O1	K1LDZ0VBC0	FERWCFYKULABCE-UHFFFAOYSA-N	161262-29-9	C17H19NO4	AMOTOSALEN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FERWCFYKULABCE-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2209	salazosulfathiazole		2209	salazosulfathiazole	1	1	salazosulfathiazole [INN]	salazosulfathiazol	salazosulfatiazol	??????????????????	?????????????????	?????	salazosulfatiazole	C16H12N4O5S2	salazosulfathiazole	OC(=O)C1=C(O)C=CC(=C1)\N=N\C2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3	56PE10F2EA	FESOWBQMOCAPBN-VHEBQXMUSA-N	515-58-2	C16H12N4O5S2	SALAZOSULFATHIAZOLE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FESOWBQMOCAPBN-VHEBQXMUSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3221	cloguanamil		3221	cloguanamil	27	12	cloguanamil [INN]	cloguanamil	cloguanamilo	???????????	???????????    	???	cloguanamil	C9H8ClN5O	cloguanamil	NC(=N)NC(=O)NC1=CC=C(C#N)C(Cl)=C1	24484LU3FJ	FEYBPSKVORXMON-UHFFFAOYSA-N	21702-93-2	C9H8ClN5O	CLOGUANAMIL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEYBPSKVORXMON-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=957	trimethobenzamide		957	trimethobenzamide	10	4	trimethobenzamide [INN]	triméthobenzamide	trimetobenzamida	???????????????	????? ????????????	????	trimetobenzamide	C21H28N2O5	trimethobenzamide	COC1=CC(=CC(OC)=C1OC)C(=O)NCC2=CC=C(OCCN(C)C)C=C2	W2X096QY97	FEZBIKUBAYAZIU-UHFFFAOYSA-N	138-56-7	C21H28N2O5	TRIMETHOBENZAMIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FEZBIKUBAYAZIU-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2319	clofenciclan		2319	clofenciclan	17	7	clofenciclan [INN]	clofenciclane	clofenciclán	????????????	????????????	????	clofenciclan	C18H28ClNO	clofenciclan	CCN(CC)CCOC1(CCCCC1)C2=CC=C(Cl)C=C2	P4BVX0D2MX	FFCARBNHUSWRGK-UHFFFAOYSA-N	5632-52-0	C18H28ClNO	CLOFENCICLAN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFCARBNHUSWRGK-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6346	binizolast		6346	binizolast	60	29	binizolast [INN]	binizolast	binizolast	??????????	??????????	????	binizolast	C18H23N5O	binizolast	CCCN1C2=NN=C(CN3CCCCC3)N2C4=C(C=CC=C4)C1=O	W2KGP0434Y	FFDDIHIPHFAQIN-UHFFFAOYSA-N	86662-54-6	C18H23N5O	BINIZOLAST	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFDDIHIPHFAQIN-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7990	adekalant		7990	adekalant	83	45	adekalant [INN]	adékalant	adekalant	?????????	?????????	????	adekalant	C22H31N3O4	adekalant	CC(C)(C)OC(=O)N1CC2CC(CN(C[C@H](O)COC3=CC=C(C=C3)C#N)C2)C1	62R1A43O49	FFDOXSIZJSGXOQ-ACBHZAAOSA-N	227940-00-3	C22H31N3O4	ADEKALANT	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFDOXSIZJSGXOQ-ACBHZAAOSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=452	methionine		452	methionine	59	29	methionine [INN]	méthionine	metionina	????????	????????	????	metionine	C5H11NO2S	methionine	CSCC[C@H](N)C(O)=O	AE28F7PNPL	FFEARJCKVFRZRR-BYPYZUCNSA-N	63-68-3	C5H11NO2S	METHIONINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFEARJCKVFRZRR-BYPYZUCNSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1836	carbamazepine		1836	carbamazepine	15	6	carbamazepine [INN]	carbamazépine	carbamazepina	????????????	????????????	????	carbamazepine	C15H12N2O	carbamazepine	NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3	33CM23913M	FFGPTBGBLSHEPO-UHFFFAOYSA-N	298-46-4	C15H12N2O	CARBAMAZEPINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFGPTBGBLSHEPO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5023	ametantrone		5023	ametantrone	45	21	ametantrone [INN]	amétantrone	ametantrona	??????????	??????????	????	ametantrone	C22H28N4O4	ametantrone	OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C3=C(C=CC=C3)C2=O	PNT6041ST1	FFGSXKJJVBXWCY-UHFFFAOYSA-N	64862-96-0	C22H28N4O4	AMETANTRONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFGSXKJJVBXWCY-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8737	bremelanotide		8737	bremelanotide	95	57	bremelanotide [INN]	brémelanotide	bremelanotida	????????????	????????????	????	bremelanotide	C50H68N14O10	bremelanotide	CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CC4=CC=CC=C4)NC(=O)[C@H](CC5=CN=CN5)NC1=O)C(O)=O	6Y24O4F92S	FFHBJDQSGDNCIV-MFVUMRCOSA-N	189691-06-3	C50H68N14O10	BREMELANOTIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFHBJDQSGDNCIV-MFVUMRCOSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=313	adipiodone		313	adipiodone	4	3	adipiodone [INN]	adipiodone	adipiodona	?????????	?????????	???	adipiodone	C20H14I6N2O6	adipiodone	OC(=O)C1=C(I)C=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C=C2I)=C1I	TKQ858A3VW	FFINMCNLQNTKLU-UHFFFAOYSA-N	606-17-7	C20H14I6N2O6	IODIPAMIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFINMCNLQNTKLU-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4265	fosfosal		4265	fosfosal	37	17	fosfosal [INN]	fosfosal	fosfosal	????????	????????	???	fosfosal	C7H7O6P	fosfosal	OC(=O)C1=C(OP(O)(O)=O)C=CC=C1	124X2V25W4	FFKUDWZICMJVPA-UHFFFAOYSA-N	6064-83-1	C7H7O6P	FOSFOSAL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFKUDWZICMJVPA-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4631	clofurac		4631	clofurac	42	20	clofurac [INN]	clofurac	clofuraco	????????	????????	???	clofurac	C14H15ClO2	clofurac	ClC1=CC2=C(OC(=O)C2)C=C1C3CCCCC3	0V7WAB3NV4	FFPGKSCPXZYKFO-UHFFFAOYSA-N	60986-89-2	C14H15ClO2	CLOFURAC	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFPGKSCPXZYKFO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6569	spiriprostil		6569	spiriprostil	63	31	spiriprostil [INN]	spiriprostil	espiriprostilo	????????????	????????????	????	spiriprostil	C20H34N2O4	spiriprostil	CCCCCC[C@H]1CC[C@]2(NC(=O)NC2=O)[C@@H]1CCCCCCC(O)=O	Q2LN8K1MS7	FFUQYYWTQVXVNM-YRNRMSPPSA-N	122946-42-3	C20H34N2O4	SPIRIPROSTIL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFUQYYWTQVXVNM-YRNRMSPPSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4791	levonantradol		4791	levonantradol	43	20	levonantradol [INN]	lévonantradol	levonantradol	?????????????	?????????????	????	levonantradol	C27H35NO4	levonantradol	C[C@H](CCCC1=CC=CC=C1)OC2=CC(OC(C)=O)=C3[C@@H]4C[C@H](O)CC[C@H]4[C@H](C)NC3=C2	03S640ADSK	FFVXQGMUHIJQAO-BFKQJKLPSA-N	71048-87-8	C27H35NO4	LEVONANTRADOL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFVXQGMUHIJQAO-BFKQJKLPSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4723	nantradol		4723	nantradol	42	20	nantradol [INN]	nantradol	nantradol	?????????	?????????	???	nantradol	C27H35NO4	nantradol	CC(CCCC1=CC=CC=C1)OC2=CC3=C([C@@H]4C[C@H](O)CC[C@H]4[C@H](C)N3)C(OC(C)=O)=C2	9KB5WI7MQ6	FFVXQGMUHIJQAO-KXUCESEGSA-N	65511-41-3	C27H35NO4	NANTRADOL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFVXQGMUHIJQAO-KXUCESEGSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6611	sarpogrelate		6611	sarpogrelate	63	31	sarpogrelate [INN]	sarpogrélate	sarpogrelato	???????????	???????????	????	sarpogrelate	C24H31NO6	sarpogrelate	COC1=CC(CCC2=CC=CC=C2OCC(CN(C)C)OC(=O)CCC(O)=O)=CC=C1	19P708E787	FFYNAVGJSYHHFO-UHFFFAOYSA-N	125926-17-2	C24H31NO6	SARPOGRELATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFYNAVGJSYHHFO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5521	tolufazepam		5521	tolufazepam	51	24	tolufazepam [INN]	tolufazépam	tolufazepam	???????????	???????????	????	tolufazepam	C24H20Cl2N2O3S	tolufazepam	CC1=CC=C(C=C1)S(=O)(=O)CCN2C3=C(C=C(Cl)C=C3)C(=NCC2=O)C4=C(Cl)C=CC=C4	98SR74X50D	FFZOBTGTWSRRMB-UHFFFAOYSA-N	86273-92-9	C24H20Cl2N2O3S	TOLUFAZEPAM	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FFZOBTGTWSRRMB-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8618	camobucol		8618	camobucol	95	57	camobucol [INN]	camobucol	camobucol	?????????	?????????	????	camobucol	C33H50O4S2	camobucol	CC(C)(C)C1=CC(SC(C)(C)SC2=CC(=C(OCC(O)=O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C	FZ7798X3IR	FGBGXESDYFKUFX-UHFFFAOYSA-N	216167-92-9	C33H50O4S2	CAMOBUCOL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FGBGXESDYFKUFX-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2043	bunamidine		2043	bunamidine	16	7	bunamidine [INN]	bunamidine	bunamidina	?????????	?????????	???	bunamidine	C25H38N2O	bunamidine	CCCCCCOC1=C2C=CC=CC2=C(C=C1)C(=N)N(CCCC)CCCC	A9IW1G3P6C	FGGFIMIICGZCCJ-UHFFFAOYSA-N	3748-77-4	C25H38N2O	BUNAMIDINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FGGFIMIICGZCCJ-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6441	ablukast		6441	ablukast	61	30	ablukast [INN]	ablukast	ablukast	????????	????????	????	ablukast	C28H34O8	ablukast	CCCC1=C(OCCCCCOC2=CC3=C(CCC(O3)C(O)=O)C=C2C(C)=O)C=CC(C(C)=O)=C1O	000TKM5BBQ	FGGYJWZYDAROFF-UHFFFAOYSA-N	96566-25-5	C28H34O8	ABLUKAST	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FGGYJWZYDAROFF-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5260	palmoxiric acid		5260	palmoxiric acid	48	23	palmoxiric acid [INN]	acide palmoxirique	ácido palmoxírico	????????????? ???????	??? ???????????	???	palmoxiric palmoxirate	C17H32O3	palmoxiric acid	CCCCCCCCCCCCCCC1(CO1)C(O)=O	R326X4TRBY	FGIJQXGDQVNWKH-UHFFFAOYSA-N	68170-97-8	C17H32O3	PALMOXIRIC ACID	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FGIJQXGDQVNWKH-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9345	lesinurad		9345	lesinurad	105	67	lesinurad [INN]	lésinurad	lesinurad	?????????	?????????	????	String	C17H14BrN3O2S	lesinurad	OC(=O)CSC1=NN=C(Br)N1C2=CC=C(C3CC3)C4=C2C=CC=C4	09ERP08I3W	FGQFOYHRJSUHMR-UHFFFAOYSA-N	878672-00-5	C17H14BrN3O2S	LESINURAD	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FGQFOYHRJSUHMR-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4110	domperidone		4110	domperidone	36	17	domperidone [INN]	dompéridone	domperidona	??????????	??????????	????	domperidone	C22H24ClN5O2	domperidone	ClC1=CC2=C(C=C1)N(C3CCN(CCCN4C(=O)NC5=C4C=CC=C5)CC3)C(=O)N2	5587267Z69	FGXWKSZFVQUSTL-UHFFFAOYSA-N	57808-66-9	C22H24ClN5O2	DOMPERIDONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FGXWKSZFVQUSTL-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9960	velpatasvir		9960	velpatasvir	"111, 112"	73	velpatasvir [INN]	velpatasvir	velpatasvir	???????????	???????????		String	C49H54N8O8	velpatasvir	COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C2=CC=CC=C2)C3=NC=C(N3)C4=CC5=C(C=C4)C6=CC7=C(C=C6OC5)C8=C(C=C7)N=C(N8)[C@@H]9CC[C@H](C)N9C(=O)[C@@H](NC(=O)OC)C(C)C	KCU0C7RS7Z	FHCUMDQMBHQXKK-CDIODLITSA-N	1377049-84-7	C49H54N8O8	VELPATASVIR	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FHCUMDQMBHQXKK-CDIODLITSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8318	rafabegron		8318	rafabegron	88	50	rafabegron [INN]	rafabégron	rafabegrón	??????????	??????????	????	rafabegron	C21H23ClN2O4	rafabegron	C[C@H](CC1=CNC2=C1C=CC=C2OCC(O)=O)NC[C@H](O)C3=CC(Cl)=CC=C3	LN3E1Q0SU2	FHEYFIGWYQJVDR-ACJLOTCBSA-N	244081-42-3	C21H23ClN2O4	RAFABEGRON	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FHEYFIGWYQJVDR-ACJLOTCBSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5006	pefloxacin		5006	pefloxacin	45	21	pefloxacin [INN]	péfloxacine	pefloxacino	???????????	???????????	????	pefloxacin	C17H20FN3O3	pefloxacin	CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(F)=C2	2H52Z9F2Q5	FHFYDNQZQSQIAI-UHFFFAOYSA-N	70458-92-3	C17H20FN3O3	PEFLOXACIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FHFYDNQZQSQIAI-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2199	metomidate		2199	metomidate	17	7	metomidate [INN]	métomidate	metomidato	?????????	?????????	????	metomidate	C13H14N2O2	metomidate	COC(=O)C1=CN=CN1C(C)C2=CC=CC=C2	Z18ZYL8Y51	FHFZEKYDSVTYLL-UHFFFAOYSA-N	5377-20-8	C13H14N2O2	METOMIDATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/FHFZEKYDSVTYLL-UHFFFAOYSA-N/SDF
